Reaction,fc,pval,Truncating,WT,subSystem,rxnNames,geneRules,kegg,source
3HBCOAHLm,-0.9272991290292885,0,14.166114877418126,375.5435182609558,"Valine, leucine, and isoleucine metabolism","3-Hydroxyisobutyryl Coenzyme A Hydrolase, Mitochondrial",NA,NA,PMID:8824301
3HLYTCL,0.5732588434721926,0,70.46268002518187,19.11276436853312,Tyrosine metabolism,3-Hydroxy-L-Tyrosine Carboxy-Lyase,1644.1,NA,NA
3M4HDXPAC,-0.33172870234851354,0,2.8768655927935964,5.733007681440381,Tyrosine metabolism,3-Methoxy-4-Hydroxyphenylacetaldehyde:NAD+ Oxidoreductase,218.1 or 221.1 or 222.1 or 220.1,NA,"PMID:6422947,PMID:9732974"
3MLDAt,0.44779219643637286,0,22.848906371607924,8.71488631611165,"Transport, extracellular",3Mlda Extracellular Transport via Diffusion,NA,NA,PMID:11411609
3MOXTYROX,-0.33172870234851354,0,2.8768655927935964,5.733007681440381,Tyrosine metabolism,3-Methoxytyramine:Oxygen Oxidoreductase (Deaminating),4128.1 or 4129.1,NA,PMID:10867119
41R1H2MAE12BOOX,-0.3488916174293923,0,4.292398882632043,8.892499354080693,Tyrosine metabolism,"4-[ (1R)-1-Hydroxy-2- (Methylamino)Ethyl]-1, 2-Benzenediol:Oxygen Oxidoreductase (Deaminating) (Flavin-Containing)",4128.1 or 4129.1,NA,"PMID:15035803,PMID:8920635,PMID:9653080"
4ABUTtm,1,0,NA,-577.165106351471,"Transport, mitochondrial",4-Aminobutanoate Mitochondrial Transport via Diffusion,NA,NA,PMID:10407778
4HBZCOAFm,0.4033014330295306,0,0.8915769175365829,0.37910790690885876,Ubiquinone synthesis,4-Hydroxybenzoyl Coenzyme A Formation,NA,NA,"PMID:11583838,PMID:12232327"
4HBZFm,0.4033014330295306,0,0.8915769175365829,0.37910790690885876,Ubiquinone synthesis,4-Hydroxybenzoate Formation,NA,NA,"PMID:11583838,PMID:12232327"
4PYRDX,0.45348632608213496,0,10.029876748893201,3.771253084820038,"Transport, extracellular",4-Pyridoxal Secretion,NA,NA,PMID:6380540
5ADTSTSTERONEGLCte,0.7287774694742142,0,10.490658452773914,1.645846838406813,"Transport, extracellular",Glucuronidated Compound Transport,4363.1,NA,NA
5ADTSTSTERONEGLCtr,-0.72877746947371,0,-10.490658452750143,-1.6458468384066223,"Transport, endoplasmic reticular",Glucuronidated Compound Transport,NA,NA,NA
5ADTSTSTERONESte,-1,0,NA,243.07639752726556,"Transport, extracellular",Sulfonated Testosterone Transport,NA,NA,NA
5AOPtm,1,0,NA,-12.354887944227457,Heme synthesis,5-Aminolevulinate Mitochondrial Transport,NA,NA,PMID:10558864
5FTHFt2,0.4050342183581983,0,268.0806749649048,113.51953300463595,"Transport, extracellular",5-Formyltetrahydrofolate Transport via Anion Exchange,6573.1 or 6573.2,NA,"PMID:11375437,PMID:14770311"
5HLTDL,0.35955396944344453,0,8.003084597083799,3.7700186072854867,Tryptophan metabolism,5-Hydroxy-L-Tryptophan Decarboxy-Lyase,1644.1,NA,PMID:1540578
5MTHFt,0.3414844191103488,0,839.3304839431763,412.0153714187622,"Transport, extracellular",5-Methyltetrahydrofolate Transport via Receptor Binding And Protolysis,2348.5 or 2348.3 or 2348.1 or 2348.6 or 2352.1 or 2348.4 or 2348.2,NA,PMID:15094208
5MTHFt2,-0.5157981594882565,0,-839.3304839431763,-268.11311425533296,"Transport, extracellular",5-Methyltetrahydrofolate Transport via Anion Exchange,6573.1 or 6573.2,NA,"PMID:11375437,PMID:14770311"
7DHFtl,0.4634246397512479,0,6.098473245819419,2.2360498723044278,"Transport, lysosomal","7-Glutamyl-Dhf Transport, Lysosomal",NA,NA,PMID:11375437
7DHFtm,0.4765704481607728,0,3.155319083044934,1.1185292619158136,"Transport, mitochondrial","7-Glutamyl-Dhf Transport, M Mitochondrial",NA,NA,PMID:11375437
7THFtl,0.652754461771595,0,7.102960480434098,1.4923398436326754,"Transport, lysosomal","7-Glutamyl-Thf Transport, Lysosomal",NA,NA,PMID:11375437
A_MANASEly,0.3821834792189065,0,7.0345624021899535,3.1443501777307596,N-glycan degradation,"Alpha-Mannosidase, Lysosomal",4125.1,NA,PMID:8910458
A4GALTc,-1,0,NA,12.01628797150341,Sphingolipid metabolism,Lactosylceramide 4-Alpha-Galactosyltransferase,53947.1,NA,PMID:10748143
A4GALTg,0.3761647192675649,0,12.106582832401385,5.4880883038342,Sphingolipid metabolism,Lactosylceramide 4-Alpha-Galactosyltransferase,53947.1,NA,"PMID:10747952,PMID:10748143"
AACTOOR,-0.8546999531059171,0,6.896155564969519,88.0268084998184,"Glycine, serine, alanine, and threonine metabolism",Aminoacetone:Oxygen Oxidoreductase (Deaminating) (Flavin-Containing),8639.1,NA,"PMID:10328770,PMID:12878330"
AATAi,1,0,NA,-82.72931762542724,Lysine metabolism,"2-Aminoadipate Transaminase, Irreversible",51166.1 or 51166.2,NA,PMID:12126930
ABO6g,0.4014054610595417,0,0.6809431050296204,0.29085716826857116,Blood group synthesis,"Abo Blood Group (Transferase A, Alpha 1-3-N-Acetylgalactosaminyltransferase",28.1,NA,"PMID:11421346,PMID:12198488,PMID:2121736"
ABO7g,0.4014054610594914,0,0.6809431050296204,0.2908571682686061,Blood group synthesis,"Abo Blood Group (Transferase A, Alpha 1-3-N-Acetylgalactosaminyltransferase",28.1,NA,"PMID:11421346,PMID:12198488,PMID:2121736"
ABO8g,0.35825576760783445,0,0.5867335194973339,0.27721792983932725,Blood group synthesis,"Abo Blood Group (Transferase A, Alpha 1-3-N-Acetylgalactosaminyltransferase",28.1,NA,"PMID:11421346,PMID:12198488,PMID:2121736"
ABTArm,1,0,NA,-577.165106351471,Glutamate metabolism,"4-Aminobutyrate Transaminase, Reversible, Mitochondrial",18.1 or 18.2,NA,"PMID:10407778,PMID:7721088"
ABTti,-1,0,NA,447.4811171391487,"Transport, extracellular",L-Arabinitol Transport via Passive Diffusion,NA,NA,PMID:15234337
ACACT10m,-0.38855953711079605,0,-190.69381530902385,-83.97041076486036,"Valine, leucine, and isoleucine metabolism","Acetyl Coenzyme A C-Acetyltransferase, Mitochondrial",38.1 or 3032.1 or 10449.1,NA,PMID:676035
ACACt2m,-1.5966583904237055,0,-463.03789099121093,106.39653015694618,"Transport, mitochondrial",Acetoacetate Mitochondrial Transport via H+ Symport,6566.1,NA,"PMID:28726,PMID:627555"
ACACT4p,0.35910872753799633,0,14.95522121073678,7.052173646962241,Fatty acid oxidation,"Acetyl Coenzyme A C-Acetyltransferase (Octanoyl Coenzyme A), Peroxisomal",30.1,NA,PMID:1679347
ACACT5p,0.38025925331346255,0,7.204540023967647,3.234861134434102,Fatty acid oxidation,"Acetyl Coenzyme A C-Acyltransferase (Decanoyl Coenzyme A), Peroxisomal",30.1,NA,PMID:1679347
ACACT6p,0.5911725381527585,0,11.393840168141224,2.927473070922952,Fatty acid oxidation,"Acetyl Coenzyme A C-Acetyltransferase (Dodecanoyl), Peroxisomal",30.1,NA,PMID:1679347
ACACT7p,0.5256796036043728,0,8.07141369077103,2.509331665858966,Fatty acid oxidation,"Acetyl Coenzyme A Acyltransferase (Tetradecanoyl Coenzyme A), Peroxisomal",30.1,NA,PMID:1679347
ACACT8p,0.40174080015469465,0,17.2551895085208,7.364468429118649,Fatty acid oxidation,"Acetyl Coenzyme A Acyltransferase (Hexadecanoyl Coenzyme A), Peroxisomal",30.1,NA,PMID:1679347
ACALDtm,-0.5017924488939385,0,-159.33813868751525,-52.859144372293535,"Transport, mitochondrial",Acetaldehyde Mitochondrial Diffusion,NA,NA,PMID:9028626
ACCOAgt,0.7373301897017592,0,263.0237979453683,39.767000838276374,"Transport, extracellular",Acetyl Coenzyme A Transport,9197.1,NA,PMID:12739170
ACCOAtn,0.855318406943107,0,122.28918724746704,9.536365487661959,"Transport, nuclear","Acetyl Coenzyme A Transport, Nuclear",NA,NA,NA
ACCOAtr,-1.0331745478823833,0,-517.0772980316162,8.43695667954795,"Transport, endoplasmic reticular",Acetyl Coenzyme A Transport,9197.1,NA,NA
ACETONEt2,-1.2047502732398871,0,-149.16121541247367,13.852271607894096,"Transport, extracellular",Acetone Transport via Proton Symport,6566.1 or 9123.1 or 9194.1,NA,"PMID:10510291,PMID:11101640,PMID:12739169,PMID:7835905,PMID:8476015,PMID:9425115,PMID:9508842,PMID:9649795,PMID:9786900,PMID:9824713"
ACETONEt2m,-1.2047502732398871,0,-149.16121541247367,13.852271607894096,"Transport, mitochondrial",Acetone Mitochondrial Transport via Proton Symport,6566.1,NA,NA
ACGAGBSIDEtg,-0.45346225032159165,0,-1.7482290403372869,-0.6573773521926538,"Transport, golgi apparatus",Acgagbside Hs Intracellular Transport,NA,NA,PMID:15907394
ACGAGBSIDEtl,0.45346225032159165,0,1.7482290403372869,0.6573773521926538,"Transport, lysosomal",Acgagbside Hs Intracellular Transport,NA,NA,PMID:15907394
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,-0.4014054610595453,0,-0.6809431050296262,-0.29085716826857116,"Transport, extracellular",Blood Group Intracellular Transport,NA,NA,NA
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,0.4014054610595417,0,0.6809431050296204,0.29085716826857116,"Transport, golgi apparatus",Blood Group Intracellular Transport,NA,NA,NA
ACGALK,1,0,18.47055185116783,NA,Aminosugar metabolism,N-Acetylgalactosamine Kinase,NA,NA,NA
ACGALtly,0.39296982524462054,0,162.8556277269423,70.9694340590775,"Transport, lysosomal",N-Acetyl-Galactosamine Lysosomal Efflux,NA,NA,"PMID:2784441,PMID:3753439"
ACGAM6PSi,0.5037982350753059,0,36.10557791502476,11.91360055304506,Aminosugar metabolism,N-Acetylglucosamine-6-Phosphate Synthase,64841.1,NA,NA
ACHEe,0.341203805552915,0,284.5159418911934,139.75356989102363,Glycerophospholipid metabolism,Acetylcholinesterase,43.1 or 43.2,NA,"PMID:11283752,PMID:1517212"
ACHtn,0.855318406943107,0,122.28918724746704,9.536365487661959,"Transport, nuclear","Acetylcholin Transport, Nuclear through Pores",NA,NA,NA
ACITL,0.5823198669248663,0,25.630745376555154,6.765669422137615,Citric acid cycle,ATP-Citrate Lyase,47.1 or 47.2,NA,PMID:2295639
ACNAMlt,-0.37313976874060767,0,-25.276174248068685,-11.538977164013778,"Transport, lysosomal",N-Acetylneuraminate Transport into Lysososme,26503.1,NA,"PMID:10581036,PMID:2768261"
ACNAMtn,0.6751482885437803,0,48.97070217039781,9.49660189492578,"Transport, nuclear",N-Acetylneuraminate Nuclear Import,NA,NA,NA
ACOAD10m,0.39551139235027233,0,72.74776516537247,31.511885546404496,"Valine, leucine, and isoleucine metabolism","Acyl Coenzyme A Dehydrogenase (2-Methylbutanoyl Coenzyme A), Mitochondrial",36.1 or 34.1,NA,PMID:11013134
ACOAD8m,0.3632273170907185,0,193.3458705137253,90.31316138764136,"Valine, leucine, and isoleucine metabolism","Acyl Coenzyme A Dehydrogenase (Isovaleryl Coenzyme A), Mitochondrial",3712.1,NA,PMID:9214289
ACOAD9m,-0.9075138791309065,0,19.083832799603417,393.6015003135681,"Valine, leucine, and isoleucine metabolism","Acyl Coenzyme A Dehydrogenase (Isobutyryl Coenzyme A), Mitochondrial",34.1 or 27034.1,NA,PMID:11013134
ACOAHi,0.3963166075776484,0,80.6939615860721,34.88721985681173,Pyruvate metabolism,Acetyl Coenzyme A Hydrolase,134526.1,NA,"PMID:16951743,PMID:16951744,PMID:6109001"
ACOAO7p,0.5256796036043728,0,8.07141369077103,2.509331665858966,Fatty acid oxidation,"Acyl Coenzyme A Oxidase (Hexadecanoyl Coenzyme A), Peroxisomal",51.1 or 51.2,NA,"PMID:7876265,PMID:8159712"
ACONTm,-0.7412533520260214,0,20.873894811512532,140.47230986366273,Citric acid cycle,Aconitate Hydratase,50.1 or 48.1,NA,"PMID:10419470,PMID:17244191,PMID:17244192"
ACSm,0.48713271743532643,0,6.947370829758484,2.3959389479185935,Glycolysis/gluconeogenesis,Acetyl Coenzyme A Synthetase,84532.1,NA,"PMID:11150295,PMID:4326157"
ACSRTNMT,-0.569295609662609,0,8.60470573389021,31.35172808444045,Tryptophan metabolism,S-Adenosyl-L-Homocysteine:N-Acetylserotonin O-Methyltransferase,438.1,NA,PMID:8397829
ACtg,-0.3470063979177587,0,-0.6020761642415797,-0.2918708358206121,"Transport, golgi apparatus","Acetate Transport, Golgi Apparatus",NA,NA,PMID:15755952
ADCim,1,0,149.16121541247367,NA,Propanoate metabolism,"Acetoacetate Decarboxylation (Irreversible), Mitochondrial",NA,NA,NA
ADEt,-1.0024311060822102,0,-194.83253119294645,0.23654174675818357,"Transport, extracellular","Adenine Reversible Transport, Cytosol",3177.1,NA,"PMID:12006583,PMID:12838422"
ADK3m,0.3533938285248816,8.409444742902475e-7,-0.3083758725643158,-0.6454531694963574,Nucleotide interconversion,Adentylate Kinase (GTP),50808.1,NA,PMID:11485571
ADKd,-1.1040413416121697,0,-2.9044486503601075,58.73703606905937,Nucleotide interconversion,Adenylate Kinase (D Form),26289.2 or 26289.1,NA,PMID:10215863
ADMDC,0.5752602544201035,0,35.13289563855697,9.472934464723775,Arginine and proline metabolism,Adenosylmethionine Decarboxylase,262.1,NA,PMID:2460457
ADNCYC,0.6830663408841186,0,13.824653471822536,2.6032830105390747,Nucleotide interconversion,Adenylate Cyclase,112.1 or 55811.1 or 109.1 or 112.2 or 114.1 or 108.1 or 113.1 or 107.1 or 196883.1 or 115.1 or 111.1,NA,"PMID:10481931,PMID:11299302,PMID:11423534,PMID:11840511,PMID:12503609,PMID:12609998,PMID:12623444,PMID:1427768,PMID:14996950,PMID:15547246,PMID:7860067,PMID:7959689,PMID:8076676"
ADNt,1.0156755587291209,0,102.25647281673923,-0.7952308287560941,"Transport, extracellular",Adenosine Faciliated Transport in Cytosol,3177.1 or 2030.1,NA,"PMID:10722669,PMID:12838422"
ADNtl,0.8246322199374532,0,28.43039222750496,2.732482040362051,"Transport, lysosomal",Adenosine Faciliated Transport from Lysosome,55315.1,NA,"PMID:12838422,PMID:15701636,PMID:2925670"
ADRNCRNt,0.8394658534582256,0,214.54848369469642,18.724108227944374,Fatty acid oxidation,Transport into the Mitochondria (Carnitine),788.1 or 788.1,NA,NA
ADRNt,-1,0,NA,2.4730254986179605,"Transport, extracellular",Fatty Acid Transport via Diffusion,NA,NA,"PMID:11788354,PMID:12864740"
AG13T16g,0.3485667887444521,0,0.4211722940746675,0.20344978262171765,Keratan sulfate synthesis,"N-Acetyllactosaminide Beta-1, 3-N-Acetylglucosaminyltransferase, Golgi Apparatus",79369.1 or 10678.1 or 11041.1 or 146712.1 or 374907.1 or 93010.1 or 374907.2 or 10678.2 or 10331.1,NA,"PMID:10747980,PMID:11042166,PMID:12061784,PMID:12512857,PMID:15560372,PMID:15620693,PMID:9405606"
AG13T17g,0.3485667887444521,0,0.4211722940746675,0.20344978262171765,Keratan sulfate synthesis,"N-Acetyllactosaminide Beta-1, 3-N-Acetylglucosaminyltransferase, Golgi Apparatus",10678.2 or 11041.1 or 10678.1 or 374907.2 or 93010.1 or 374907.1 or 146712.1 or 79369.1 or 10331.1,NA,"PMID:10747980,PMID:11042166,PMID:12061784,PMID:12512857,PMID:15560372,PMID:15620693,PMID:9405606"
AG13T18g,0.3485667887444521,0,0.4211722940746675,0.20344978262171765,Keratan sulfate synthesis,"N-Acetyllactosaminide Beta-1, 3-N-Acetylglucosaminyltransferase, Golgi Apparatus",10678.2 or 11041.1 or 10678.1 or 374907.2 or 93010.1 or 374907.1 or 146712.1 or 79369.1 or 10331.1,NA,"PMID:10747980,PMID:11042166,PMID:12061784,PMID:12512857,PMID:15560372,PMID:15620693,PMID:9405606"
AGPAT1,0.4784190434055884,0,5.774585936540212,2.0372532876600626,Triacylglycerol synthesis,1-Acylglycerol-3-Phosphate O-Acyltransferase 1,10555.1 or 137964.1 or 56895.1 or 56894.2 or 56894.1 or 55326.1 or 10554.1 or 129642.1,NA,NA
AGTix,0.5037551759701405,0,33.411800354856254,11.026018897603894,Alanine and aspartate metabolism,"Alanine-Glyoxylate Transaminase (Irreversible),, Peroxisomal",189.1,NA,"PMID:1703535,PMID:9038835,PMID:9783918"
AHCYStr,1,0,791.1347073364258,NA,"Transport, endoplasmic reticular",S-Adenosyl-L-Homocysteine Intracellular Diffusion,NA,NA,NA
AHEXASE2ly,0.48661190348477246,0,3.691343690249539,1.2747724582847848,N-glycan degradation,"Beta-N-Acetylhexosaminidase, Lysosomal",3073.1 or 3074.1 or (3073.1 and 3074.1),NA,"PMID:10336991,PMID:11707436,PMID:12706724"
AKGDm,-0.7001832115041468,0,132.3228320720434,750.3684457305908,Citric acid cycle,2-Oxoglutarate Dehydrogenase,(4967.2 and 1738.1 and 8050.1 and 1743.1) or (4967.1 and 1738.1 and 8050.1 and 1743.1),NA,PMID:1542694
AKGMALtm,-0.6278564488481887,0,-362.90849802490845,-82.96435308759492,"Transport, mitochondrial",Alpha-Ketoglutarate/Malate Transporter,8402.1 or 1468.1,NA,PMID:14598172
AKGtp,1,0,NA,-6.320991497490433,"Transport, peroxisomal","Akg Transporter, Peroxisome",NA,NA,NA
AKR1C41,-0.38049770082823653,0,277.3470432312608,618.0396037660361,Bile acid synthesis,"Aldo-Keto Reductase Family 1, Member C4 (Chlordecone Reductase",1109.1,NA,NA
AKR1C42,-0.4196095030558267,0,275.8268612377644,674.6603114159108,Bile acid synthesis,"Aldo-Keto Reductase Family 1, Member C4 (Chlordecone Reductase",1109.1,NA,NA
AKR1D2,0.3668985363027099,0,25.02655726792356,11.591460241433465,Bile acid synthesis,"Aldo-Keto Reductase Family 1, Member D1 (Delta 4-3-Ketosteroid-5-Beta-Reductase)",6718.1,NA,NA
ALACYSNaEx,-0.3734320677351248,0,27.372279028745368,59.99982419971675,"Transport, extracellular",L-Alanine/L-Cysteine Na-Dependent Exchange (Ala-L In),6509.1 or 6510.1,NA,PMID:14530974
ALADGLNexR,1.442965222062708,0,0.4814446289218962,-2.6551801952492258,"Transport, extracellular",L-Alanine/Glutamine Reversible Antiport,56301.1 and 6520.1,NA,"PMID:10734121,PMID:10863037,PMID:14770310"
ALADGLYexR,1.000004166678008,0,7.618445992469788e-4,-365.68517413425445,"Transport, extracellular",D-Alanine/Glycine Reversible Antiport,56301.1 and 6520.1,NA,"PMID:10734121,PMID:10863037,PMID:14770310"
ALAGLNNaEx,-0.4473144624019478,0,18.571224035355822,48.63235837089121,"Transport, extracellular",L-Alanine/L-Glutamine Na-Dependent Exchange (Ala-L In),6510.1,NA,PMID:14530974
ALASm,-1,0,0,12.354888086172938,"Glycine, serine, alanine, and threonine metabolism",5-Aminolevulinate Synthase,212.1 or 23464.1 or 211.2 or 211.1,NA,PMID:2263504
ALATA_L,0.6977999652795728,0,-105.73301367623321,-594.0221254920959,Glutamate metabolism,L-Alanine Transaminase,2875.1 or 84706.1,NA,PMID:11863375
ALATHRNaEx,-0.5265627920190574,0,21.219043011566995,68.41921377885043,"Transport, extracellular",L-Alanine/L-Threonine Na-Dependent Exchange (Ala-L In),6509.1 or 6510.1,NA,PMID:14530974
ALCD21_D,-0.9999999766881074,0,6.455230712890625e-6,553.8143788978576,Pyruvate metabolism,"Alcohol Dehydrogenase (D-1, 2-Propanediol)",127.1 or 284273.2 or 125.1 or 128.1 or 131.1 or (125.1 and 124.1) or 124.1 or 130.1 or 137872.1 or (125.1 and 126.1) or (126.1 and 124.1) or 284273.1 or 126.1,NA,"PMID:15987839,PMID:2296157"
ALCD21_L,-0.8309721839475122,0,14.676251137447357,158.97861207027435,Pyruvate metabolism,"Alcohol Dehydrogenase (L-1, 2-Propanediol)",130.1 or 125.1 or 125.1 and 124.1 or 128.1 or 126.1 or 284273.2 or 137872.1 or 127.1 or 124.1 or (126.1 and 124.1) or 284273.1 or (125.1 and 126.1) or 131.1,NA,"PMID:15987839,PMID:2296157"
ALCD22_D,-1,0,0,274.4390793903351,Pyruvate metabolism,Alcohol Dehydrogenase (D-Lactaldehyde),126.1 or 137872.1 or (126.1 and 124.1) or 127.1 or 130.1 or 284273.1 or (125.1 and 124.1) or 128.1 or 124.1 or 125.1 or 284273.2 or 131.1 or (125.1 and 126.1),NA,"PMID:15987839,PMID:2296157"
ALCD2if,-0.3415477799849877,0,96.95615853822343,197.54101404633522,Glycolysis/gluconeogenesis,"Alcohol Dehydrogenase, Forward Rxn (Ethanol -> Acetaldehyde)",(125.1 and 126.1) or 137872.1 or (125.1 and 124.1) or 127.1 or 130.1 or 284273.1 or 126.1 or 124.1 or 128.1 or 125.1 or 126.1 or 284273.2 or 131.1 or (126.1 and 124.1),NA,"PMID:11762128,PMID:12592711"
ALCD2yf,-0.34247092354595465,0,170.6858673664093,348.48772807941435,Glycolysis/gluconeogenesis,"Alcohol Dehydrogenase (Ethanol, NADP), Forward Reaction",10327.1 or 10327.2,NA,"PMID:11003211,PMID:14576493,PMID:19382904,PMID:19382905"
ALDD21,0.9922301192651232,0,573.5001399997711,2.236703303570744,Fatty acid oxidation,"Aldehyde Dehydrogenase (Pristanal, NAD)",224.1,NA,"PMID:11591435,PMID:8528251"
ALDD2xm,0.5017924488939385,0,159.33813868751525,52.859144372293535,Glycolysis/gluconeogenesis,"Aldehyde Dehydrogenase (Acetylaldehyde, NAD), Mitochondrial",219.1 or 217.1,NA,"PMID:18983992,PMID:18983993,PMID:19382904,PMID:19382905"
ALDD2y,0.3783289861067794,0,410.0258821418762,184.93495271661877,Glycolysis/gluconeogenesis,"Aldehyde Dehydrogenase (Acetaldehyde, NADP)",223.1 or 221.1 or 218.1 or 8854.1 or 8854.3 or 222.1 or 8854.2 or 224.1 or 219.1,NA,PMID:12616643
ALDSTRNte,0.6749761646952137,0,11.656559237341071,2.261918509429913,"Transport, extracellular",Aldosterone Transport,NA,NA,NA
ALDSTRNtm,-0.6749761646952137,0,-11.656559237341071,-2.261918509429913,"Transport, mitochondrial",Aldosterone Intracellular Transport,NA,NA,NA
ALOX15,0.5122109232460078,0,4.6443870283875315,1.4981251793912753,Eicosanoid metabolism,Arachidonate 15-Lipoxygenase,247.1 or 246.1,NA,PMID:11839751
ALOX5,0.40126450550370685,0,10.344939307789089,4.420209266455908,Eicosanoid metabolism,Arachidonate 5-Lipoxygenase,240.1,NA,PMID:2829172
ALOX52,0.5970667845990564,0,855.9471353866577,215.95185298475621,Eicosanoid metabolism,Arachidonate 5-Lipoxygenase,240.1,NA,PMID:11160764
ALR2,-0.8309721839475122,0,14.676251137447357,158.97861207027435,Pyruvate metabolism,Aldose Reductase (Methylglyoxal),10327.2 or 8574.1 or 10327.1 or 231.1,NA,"PMID:12071861,PMID:1537826,PMID:9823300"
ALR3,-0.8309721839475122,0,14.676251137447357,158.97861207027435,Pyruvate metabolism,Aldose Reductase (Acetol),10327.2 or 8574.1 or 10327.1 or 231.1,NA,"PMID:12071861,PMID:1537826,PMID:9823300"
AMETr,-1,0,-791.1347073364258,NA,"Transport, endoplasmic reticular",S-Adenosyl-L-Methionine Intracellular Diffusion,NA,NA,NA
AMETt2m,-1,0,0,9.886771977681189,"Transport, mitochondrial","S-Adenosyl-L-Methionine Reversible Transport, Mitochondrial",115286.3 or 115286.2 or 115286.1,NA,PMID:14674884
AMPDA,0.8319736768200778,0,632.6454488700866,58.025445449996,Nucleotide interconversion,Adenosine Monophosphate Deaminase,271.2 or 270.1 or 271.1 or 272.1 or 271.3,NA,"PMID:1400401,PMID:2345176"
AMPTASECGe,0.9393754881277269,0,73.92319044320332,2.3108249867521935,Glutathione metabolism,Alanyl Aminopeptidase (Cys-Gly) (E),290.1,NA,PMID:6126478
AMY2e,0.37292318255818246,0,26.89714355100095,12.285155783304432,Starch and sucrose metabolism,"Alpha-Amylase, Extracellular (Glygn2 -> Glygn4)",6520.1 or 280.1 or 278.1 or 276.1 or 277.1 or (6519.1 and 11136.1) or 276.2 or 279.1,NA,NA
APAT2rm,-1,0,NA,4.919641020021586,Beta-Alanine metabolism,"3-Aminopropanoate:2-Oxoglutarate Aminotransferase, Mitochondrial",18.1 or 18.2,NA,PMID:15304357
APNNOXte,-0.42076638784607007,0,-7.4737825876137975,-3.0469935956464282,"Transport, extracellular",Transport of Alpha-Pinene Oxide,NA,NA,NA
APPNNte,0.4207663878450313,0,7.473782587612847,3.046993595653733,"Transport, extracellular",Transport of (+)-Alpha-Pinene,NA,NA,NA
APRTO2,0.43859856298507754,0,15.481381532355288,6.041483748743808,Arginine and proline metabolism,N-Acetylputrescine: Oxygen Oxireductase (Deaminating),4128.1 or 4129.1,NA,PMID:4156831
ARACHCOAtx,-1.268293056801701,0,-2.8371270387677856,23.98659003709461,"Transport, peroxisomal",Fatty Acid Intracellular Transport,NA,NA,NA
ARACHCPT1,1.2108791984591516,0,2.4933472102280154,-26.140508508699945,Fatty acid oxidation,Carnitine Transferase,1375.3 or 1374.1 or 1375.2 or 1375.4 or 1375.1 or 126129.1,NA,NA
ARACHCPT2,1.2108791984591516,0,2.4933472102280154,-26.140508508699945,Fatty acid oxidation,Carnitine Transferase,1376.1,NA,NA
ARACHCRNt,-1,0,NA,14.578026703429222,Fatty acid oxidation,Transport into the Mitochondria (Carnitine),788.1,NA,NA
ARACHDCOAtx,-1,0,NA,46.62671255605221,"Transport, peroxisomal",Fatty Acid Intracellular Transport,NA,NA,NA
ARGDCm,-1,0,NA,60.39799419784844,Arginine and proline metabolism,"Arginine Decarboxylase, Mitochondrial",113451.1,NA,PMID:14752610
ARGSS,0.5677241578163295,0,13.416190488930518,3.699308334048421,Alanine and aspartate metabolism,Argininosuccinate Synthase,445.1 or 445.2,NA,NA
ARGtm,-0.9814307395792853,0,0.676901246982906,72.22866759600639,"Transport, mitochondrial",Arginine Mitochondrial Transport via Ornithine Carrier,83884.1 or 10166.1,NA,PMID:14598172
ARSA,0.3883689249036992,0,4.381803689857583,1.9303567327210427,Sphingolipid metabolism,Arylsulfatase A,410.1,NA,PMID:2562955
ASCBt4,-0.7945828982293849,0,-358.65718588204385,-41.05372882232666,"Transport, extracellular",L-Ascorbate Transport via Proton Symport,9962.2 or 9963.1 or 9962.1 or 9963.2,NA,"PMID:10471399,PMID:10556483,PMID:10556521,PMID:10631088,PMID:15705056"
ASNGLNNaEx,-0.549530238834244,0,8.599368953130998,29.580192449068218,"Transport, extracellular",L-Glutamine/L-Asparagine Na-Dependent Exchange (Asn-L In),6510.1,NA,PMID:14530974
ASNNm,-0.36075626071246136,0,43.95309567007153,93.56282499912083,Alanine and aspartate metabolism,"L-Asparaginase, Mitochondrial",80150.1,NA,PMID:11984834
ASNSERNaEx,-0.7868833838951308,0,6.6911070711242235,56.10181066018678,"Transport, extracellular",L-Serine/L-Asparagine Na-Dependent Exchange (Asn-L In),6510.1,NA,PMID:14530974
ASNtm,-0.36075626071246136,0,43.95309567007153,93.56282499912083,"Transport, mitochondrial","L-Asparagine Transport, Mitochondrial",NA,NA,NA
ASPCTr,0.5118782167365385,0,-36.0880255184412,-111.77681787029505,Pyrimidine synthesis,Aspartate Carbamoyltransferase (Reversible),790.1,NA,"PMID:2565865,PMID:8619816"
ASPGLUm,-0.5537863955920792,0,7.177151873645803,24.991978797164375,"Transport, mitochondrial",Aspartate-Glutamate Mitochondrial Shuttle,8604.1 or 10165.1,NA,PMID:14598172
ASPt6,-0.9987200522151243,0,0.020907774833962323,32.64882310171882,"Transport, extracellular","L-Aspartate Transport via Na, H Symport And K Antiport",6511.1 or 6505.1 or 6507.1 or 6506.1 or 6512.1,NA,PMID:14530974
ASPTAm,-8.669341818859415,0,-25.28431549418834,31.877923157368134,Alanine and aspartate metabolism,Aspartate Transaminase,2806.1,NA,PMID:6930651
