Reaction,fc,pval,MCF10A_KO,MCF10A_P,subSystem,rxnNames,geneRules,kegg,source
PI4P3K,-0.4341579227439896,0,3.0610199553514432,7.758323739255104,Inositol phosphate metabolism,Phosphatidylinositol 4-Phosphate 3-Kinase,(5291.1 and 5295.3) or (5296.1 and 5290.1) or (5293.1 and 5296.1) or (5287.1) or (5286.1) or (5293.1 and 8503.1) or (5293.1 and 5295.3) or (5291.1 and 8503.1) or (5295.2 and 5290.1) or (5288.1) or (5291.1 and 5295.1) or (5296.1 and 5291.1) or (23533.1 and 5294.1) or (5293.1 and 5295.1) or (5295.2 and 5293.1) or (5290.1 and 8503.1) or (5290.1 and 5295.3) or (10870.1 and 5294.1) or (5295.2 and 5291.1) or (5290.1 and 5295.1),NA,"PMID:7624799,PMID:7713498,PMID:8246984,PMID:9113989,PMID:9337861,PMID:9830063,PMID:9878262"
PIter,1,0,201.28742835173608,NA,"Transport, endoplasmic reticular","Phosphate Transport, Endoplasmic Reticulum",2542.1,NA,PMID:11879177
PLA2_2,-0.7353640337864575,0,18.70862163382486,122.68275385841132,Glycerophospholipid metabolism,Phospholipase A2,8398.1 or 5320.1 or 8398.2 or 50487.1 or 5321.1 or 81579.1 or 5322.1 or 64600.1 or 100137049.1 or 123745.1,NA,"PMID:9272153,PMID:9417066"
PLA2_2e,0.42852464100179716,0,120.75281706331224,48.306663742885945,Glycerophospholipid metabolism,Phospholipase A2,5322.1 or 5319.1 or 81579.1 or 64600.1 or 26279.1 or 5320.1 or 8399.1 or 30814.1,NA,"PMID:10455175,PMID:10681567,PMID:11031251,PMID:11112443,PMID:8300559,PMID:9188469,PMID:9272153,PMID:9886417"
PNTOt5,1,0,12.576366449323096,NA,"Transport, extracellular",Pantothenate Sodium Symporter Ii,8884.1,NA,"PMID:10329687,PMID:10334869,PMID:12646417,PMID:15561972,PMID:9516450"
PPAer,1,0,194.13106995236873,NA,Miscellaneous,"Inorganic Diphosphatase, Endoplasmic Reticulum",2538.1 or 92579.1 or 57818.1,NA,NA
PPItr,0.5678224186880658,0,-75.92469126573825,-275.43407674466374,"Transport, endoplasmic reticular","Diphosphate Transporter, Endoplasmic Reticulum",NA,NA,NA
PPOR,-0.38144747627342873,0,6.070607739793486,13.557823175725579,Phenylalanine metabolism,"Phenylpyruvate:Oxygen Oxidoreductase (Hydroxylating, Decarboxylating)",3242.1,NA,NA
PPPG9tm,-0.6135297305128269,0,3.1019569122278656,12.95080138322399,Heme synthesis,Protoporphyrinogen Ix Mitochondrial Transport,NA,NA,PMID:14623258
PPPGOm,-0.6135297305128269,0,1.5509784561139328,6.475400691611995,Heme synthesis,"Protoporphyrinogen Oxidase, Mitochondrial",5498.1,NA,PMID:8771201
PRDX,-0.49501792587798976,0,123.67510425159391,366.1446758529663,Miscellaneous,Peroxidase (Multiple Substrates),8288.1 or 9588.1,NA,PMID:10464338
PRGSTRNt,0.5551691451713676,0,394.4315118378639,112.82072250916026,"Transport, extracellular",Progesterone Transport,NA,NA,NA
PRISTANALtx,-0.3465790683946111,0,2.001637083591369,4.125001922825367,"Transport, peroxisomal","Transport of Pristanal, Peroxisomal",NA,NA,NA
PROSTGE1t,-1,0,NA,2.5133697811738354,"Transport, extracellular",Prostaglandin Transport via Bicarbonate Antiport,6578.1,NA,"PMID:12507753,PMID:8787677,PMID:9334206"
PROSTGE2t,0.34611765056895016,0,-54.53531679759622,-112.26935944132656,"Transport, extracellular",Prostaglandin Transport via Bicarbonate Antiport,28231.1 or 6578.1 or 28232.1 or 6579.1,NA,"PMID:12507753,PMID:8787677,PMID:9334206"
PROSTGE2t3,-0.40351610672417,0,4.514815469774357,10.623281369620386,"Transport, extracellular",Prostaglandine E2 Transport (ATP-Dependent),10257.1,NA,"PMID:11447229,PMID:12637526,PMID:12835412"
PROt4,-0.8475594803504212,0,4.709508729157224,57.07863972353972,"Transport, extracellular",Na+/Proline-L Symporter,55089.1 or 81539.1 or 54407.1 or (340024.1 and 57393.1) or (340024.1 and 59272.1),NA,"PMID:10747860,PMID:10891391,PMID:10930503,PMID:11325958,PMID:11342143,PMID:11414754"
PSDm_hs,-0.9983047148628678,0,0.013227243749464029,15.591514943561004,Glycerophospholipid metabolism,Phosphatidylserine Decarboxylase,23761.1,NA,"PMID:15052331,PMID:9370338"
PSFLIPm,-0.9983047148628678,0,0.013227243749464029,15.591514943561004,"Transport, mitochondrial",Phosphatidylserine Flippase,10396.1 or 57194.1,NA,"PMID:10198212,PMID:10856717,PMID:11353404"
PTE2x,0.7013383454558959,0,78.39580065046111,13.762000717912708,Fatty acid oxidation,Peroxisomal Acyl Coenzyme A Thioesterase,10965.1 or 10005.1 or 10005.3 or 10005.2 or 122970.1,NA,PMID:10092594
PYAM5POr,-0.41444503347152334,0,4.599003977662076,11.109184802386187,Vitamin B6 metabolism,Pyridoxamine 5'-Phosphate Oxidase,55163.1,NA,PMID:6380540
RBK_D,0.8955294874235257,0,271.5676001638889,14.967219753910122,Pentose phosphate pathway,D-Ribulokinase,64080.1,NA,PMID:15234337
RETNGLCt,1,0,69.43423349560499,NA,"Transport, extracellular",Retinoyl Glucuronide Efflux,NA,NA,PMID:1503811
RETNGLCtr,1,0,69.43423349560499,NA,"Transport, endoplasmic reticular",Retinoyl Glucuronide Efflux from Er,NA,NA,"PMID:14704335,PMID:2324641"
RIBt,0.37460338953272915,0,19.600761866039793,8.917663179751353,"Transport, extracellular",Ribose Transport via Diffusion,NA,NA,PMID:15234337
RTOTAL3CRNCPT1,0.3467748886424717,0,7.851959587961745,3.808429470637943,Fatty acid oxidation,Carnitine Fatty-Acyl Transferase,1375.1 or 1375.4 or 1375.1 or 1374.1 or 126129.1 or 1375.2,NA,PMID:1988962
RTOTAL3CRNCPT2,0.3467748886424717,0,7.851959587961745,3.808429470637943,Fatty acid oxidation,R Group Transport into the Mitochondria,1376.1,NA,"PMID:11274214,PMID:1528846,PMID:1988962"
RTOTAL3CRNt,0.3467748886424717,0,7.851959587961745,3.808429470637943,Fatty acid oxidation,R Group Transport into the Mitochondria,788.1,NA,PMID:14598172
S23T2g,-0.3763463269135873,0,0.22781777359025263,0.5027728840829412,Keratan sulfate synthesis,"Beta-Galactoside Alpha-2, 3-Sialyltransferase (Core 2)",6484.1 or 6482.1 or 6483.1 or 6482.2,NA,"PMID:10504389,PMID:7901202,PMID:8027041,PMID:8288606,PMID:8920913"
S2TASE3ly,-0.9132619894298479,0,0.3740204734096859,8.250121836314735,Chondroitin sulfate degradation,"Iduronate-2-Sulfatase, Lysosomal",3423.2 or 3423.1,NA,"PMID:2122463,PMID:8244397,PMID:8530090,PMID:8993162"
S2TASE4ly,-0.9171565324969196,0,0.2947544956989832,6.8211836605116725,Chondroitin sulfate degradation,"Glucuronate-2-Sulfatase, Lysosomal",NA,NA,"PMID:2497731,PMID:4019466,PMID:8993162"
S2TASE5ly,-0.9171565324969196,0,0.2947544956989832,6.8211836605116725,Chondroitin sulfate degradation,"Glucuronate-2-Sulfatase, Lysosomal",NA,NA,"PMID:2497731,PMID:4019466,PMID:8993162"
S4T1g,-0.577083822999896,0,0.3740204734096859,1.3947483453323501,Chondroitin synthesis,"Chondroitin 4-Sulfotransferase, Golgi Apparatus",113189.1 or 50515.1 or 166012.1 or 55501.1,NA,"PMID:10722746,PMID:10781601,PMID:11056388,PMID:1147079,PMID:12080076,PMID:12512856,PMID:12847091"
S4T2g,-1,0,NA,0.7665813540780405,Chondroitin synthesis,"Chondroitin 4-Sulfotransferase, Golgi Apparatus",113189.1 or 50515.1 or 166012.1 or 55501.1,NA,"PMID:10722746,PMID:10781601,PMID:11056388,PMID:1147079,PMID:12080076,PMID:12512856,PMID:12847091"
S4T3g,-1,0,NA,0.8099451028435686,Chondroitin synthesis,"Chondroitin 4-Sulfotransferase, Golgi Apparatus",113189.1 or 50515.1 or 166012.1 or 55501.1,NA,"PMID:10722746,PMID:10781601,PMID:11056388,PMID:1147079,PMID:12080076,PMID:12512856,PMID:12847091"
S4T5g,-0.3815161161953248,0,0.2892944005974383,0.6462009556204482,Chondroitin synthesis,"Chondroitin 4-Sulfotransferase, Golgi Apparatus",NA,NA,"PMID:10781601,PMID:12512856"
S4TASE1ly,-1,0,NA,1.5448424289496547,Chondroitin sulfate degradation,"N-Acetylgalactosamine-4-Sulfatase, Lysosomal",411.2 or 411.1,NA,"PMID:1968043,PMID:2303452"
S4TASE2ly,-0.3531793870347628,0,7.229021105720592,15.123454869280872,Chondroitin sulfate degradation,"N-Acetylgalactosamine-4-Sulfatase, Lysosomal",411.2 or 411.1,NA,"PMID:1968043,PMID:2303452"
S4TASE3ly,-1,0,NA,4.629672501939177,Chondroitin sulfate degradation,"N-Acetylgalactosamine-4-Sulfatase, Lysosomal",411.1 or 411.2,NA,"PMID:1968043,PMID:2303452"
S4TASE4ly,-1,0,NA,0.8188788556794855,Chondroitin sulfate degradation,"N-Acetylgalactosamine-4-Sulfatase, Lysosomal",411.1 or 411.2,NA,"PMID:1968043,PMID:2303452"
S4TASE5ly,-1,0,NA,0.6750255979954359,Chondroitin sulfate degradation,"N-Acetylgalactosamine-4-Sulfatase, Lysosomal",411.1 or 411.2,NA,"PMID:1968043,PMID:2303452"
S6T19g,-0.3955949373969928,0,1.1960643125783244,2.7617592947462164,Chondroitin synthesis,"Chondroitin 6-Sulfotransferase, Golgi Apparatus",9469.1 or 56548.1,NA,"PMID:10781596,PMID:10913333,PMID:10956661,PMID:12512856,PMID:8991509,PMID:9714738,PMID:9883891"
S6T1g,-0.3763463269135873,0,0.22781777359025263,0.5027728840829412,Keratan sulfate synthesis,"Galactose/N-Acetylglucosamine 6-O-Sulfotransferase, Golgi Apparatus",23563.2 or 9435.1 or 23563.1 or 10164.1 or 4166.1,NA,"PMID:10330415,PMID:10491328,PMID:10913333,PMID:11278593,PMID:12403612,PMID:12855678,PMID:9722682"
S6T23g,-1,0,NA,0.8099451028435686,Chondroitin synthesis,"Chondroitin 6-Sulfotransferase, Golgi Apparatus",56548.1,NA,"PMID:10781596,PMID:10913333,PMID:10956661,PMID:12512856,PMID:9883891"
S6T24g,-0.3815161161953248,0,0.2892944005974383,0.6462009556204482,Chondroitin synthesis,"Chondroitin 6-Sulfotransferase, Golgi Apparatus",9469.1 or 56548.1,NA,"PMID:10781596,PMID:10913333,PMID:10956661,PMID:12512856,PMID:8991509,PMID:9714738,PMID:9883891"
S6T2g,-0.3763463269135873,0,0.22781777359025263,0.5027728840829412,Keratan sulfate synthesis,"Galactose/N-Acetylglucosamine 6-O-Sulfotransferase, Golgi Apparatus",23563.2 or 9435.1 or 23563.1 or 10164.1 or 4166.1,NA,"PMID:10330415,PMID:10491328,PMID:10913333,PMID:11278593,PMID:12403612,PMID:12855678,PMID:9722682"
S6T3g,-0.3763463269135873,0,0.22781777359025263,0.5027728840829412,Keratan sulfate synthesis,"Galactose/N-Acetylglucosamine 6-O-Sulfotransferase, Golgi Apparatus",8534.1 or 9469.1,NA,"PMID:12403612,PMID:8991509,PMID:9405439,PMID:9714738"
S6TASE10ly,-0.5976852378904792,0,0.931541501821691,3.699367376277596,Keratan sulfate degradation,"Galactose-6-Sulfate Sulfatase, Lysosomal",5476.1 and 2720.1 and 2588.1 and 4758.1,NA,"PMID:11550799,PMID:1755850,PMID:1794986,PMID:1953646,PMID:2111707,PMID:3143362,PMID:39554,PMID:7213753,PMID:7575473,PMID:8985184,PMID:9020182,PMID:9054950"
S6TASE20ly,-0.3704226484454413,0,0.931541501821691,2.0277183874405877,Keratan sulfate degradation,"N-Acetylglucosamine-6-Sulfatase, Lysosomal",2799.1,NA,"PMID:3196333,PMID:3689314,PMID:3689315"
S6TASE22ly,-0.8718896654518161,0,0.22781777359025263,3.328769201125166,Keratan sulfate degradation,"Galactose-6-Sulfate Sulfatase, Lysosomal",5476.1 and 2720.1 and 2588.1 and 4758.1,NA,"PMID:11550799,PMID:1755850,PMID:1794986,PMID:1953646,PMID:2111707,PMID:3143362,PMID:39554,PMID:7213753,PMID:7575473,PMID:8985184,PMID:9020182,PMID:9054950"
S6TASE23ly,-0.7691485594912761,0,0.22781777359025263,1.7458998093558538,Keratan sulfate degradation,"N-Acetylglucosamine-6-Sulfatase, Lysosomal",2799.1,NA,"PMID:3196333,PMID:3689314,PMID:3689315"
S6TASE24ly,-0.9162518002583233,0,0.18890000252091746,4.322241803597509,Keratan sulfate degradation,"N-Acetylglucosamine-6-Sulfatase, Lysosomal",2799.1,NA,"PMID:3196333,PMID:3689314,PMID:3689315"
S6TASE25ly,-0.7825425664151879,0,0.3913843718191151,3.208256857888202,Keratan sulfate degradation,"Galactose-6-Sulfate Sulfatase, Lysosomal",5476.1 and 2720.1 and 2588.1 and 4758.1,NA,"PMID:11550799,PMID:1755850,PMID:1794986,PMID:1953646,PMID:2111707,PMID:3143362,PMID:39554,PMID:7213753,PMID:7575473,PMID:8985184,PMID:9020182,PMID:9054950"
S6TASE26ly,-0.5779755926845173,0,0.3913843718191151,1.4634105880682988,Keratan sulfate degradation,"N-Acetylglucosamine-6-Sulfatase, Lysosomal",2799.1,NA,"PMID:3196333,PMID:3689314,PMID:3689315"
S6TASE4ly,-1,0,NA,7.085161071949778,Chondroitin sulfate degradation,"N-Acetylgalactosamine-6-Sulfatase, Lysosomal",5476.1 and 2720.1 and 2588.1 and 4758.1,NA,"PMID:11550799,PMID:1755850,PMID:1794986,PMID:1953646,PMID:2111707,PMID:3143362,PMID:39554,PMID:7213753,PMID:7575473,PMID:8985184,PMID:9020182,PMID:9054950"
S6TASE5ly,-1,0,NA,6.1489905334596395,Chondroitin sulfate degradation,"N-Acetylgalactosamine-6-Sulfatase, Lysosomal",5476.1 and 2720.1 and 2588.1 and 4758.1,NA,"PMID:11550799,PMID:1755850,PMID:1794986,PMID:1953646,PMID:2111707,PMID:3143362,PMID:39554,PMID:7213753,PMID:7575473,PMID:8985184,PMID:9020182,PMID:9054950"
S6TASE6ly,-1,0,NA,2.1463526123606536,Chondroitin sulfate degradation,"N-Acetylgalactosamine-6-Sulfatase, Lysosomal",5476.1 and 2720.1 and 2588.1 and 4758.1,NA,"PMID:11550799,PMID:1755850,PMID:1794986,PMID:1953646,PMID:2111707,PMID:3143362,PMID:39554,PMID:7213753,PMID:7575473,PMID:8985184,PMID:9020182,PMID:9054950"
S6TASE7ly,-1,0,NA,2.4072669748980813,Chondroitin sulfate degradation,"N-Acetylgalactosamine-6-Sulfatase, Lysosomal",5476.1 and 2720.1 and 2588.1 and 4758.1,NA,"PMID:11550799,PMID:1755850,PMID:1794986,PMID:1953646,PMID:2111707,PMID:3143362,PMID:39554,PMID:7213753,PMID:7575473,PMID:8985184,PMID:9020182,PMID:9054950"
S6TASE8ly,-1,0,NA,0.8188788556794855,Chondroitin sulfate degradation,"N-Acetylgalactosamine-6-Sulfatase, Lysosomal",5476.1 and 2720.1 and 2588.1 and 4758.1,NA,"PMID:11550799,PMID:1755850,PMID:1794986,PMID:1953646,PMID:2111707,PMID:3143362,PMID:39554,PMID:7213753,PMID:7575473,PMID:8985184,PMID:9020182,PMID:9054950"
S6TASE9ly,-1,0,NA,0.6750255979954359,Chondroitin sulfate degradation,"N-Acetylgalactosamine-6-Sulfatase, Lysosomal",5476.1 and 2720.1 and 2588.1 and 4758.1,NA,"PMID:11550799,PMID:1755850,PMID:1794986,PMID:1953646,PMID:2111707,PMID:3143362,PMID:39554,PMID:7213753,PMID:7575473,PMID:8985184,PMID:9020182,PMID:9054950"
SBPP1er,-0.6087863088211128,0,7.272354065984313,29.906069030966773,Sphingolipid metabolism,"Sphingoid Base-Phosphate Phosphatase (Sphinganine 1-Phosphatase), Endoplasmic Reticulum",81537.1,NA,PMID:12815058
SBTD_D2,1,0,88.90062770194449,NA,Fructose and mannose metabolism,D-Sorbitol Dehydrogenase (D-Fructose Producing),6652.1,NA,PMID:14965227
SBTR,1,0,88.90062770194449,0,Fructose and mannose metabolism,D-Sorbitol Reductase,8574.1 or 10327.1 or 231.1 or 10327.2,NA,"PMID:12071861,PMID:9823300"
SCP21x,-0.8698401114264398,0,1.0028722273936437,14.406978509023785,"Transport, peroxisomal",Sterol Carrier Protein 2,6342.1,NA,PMID:1703300
SCP22x,-1,0,-72.1609035879165,NA,"Transport, peroxisomal",Sterol Carrier Protein 2,6342.1,NA,PMID:1703300
SCP2x,0.7161750502312543,0,21.75674432826042,3.5981800721714623,Bile acid synthesis,Peroxisomal Thiolase 2,6342.1,NA,PMID:1703300
Ser_Thrtg,0.39392919494579753,0,-3.556942269390257,-8.180769693396503,"Transport, golgi apparatus",Ser/Thr Transport (from Golgi to Lysosome),NA,NA,"PMID:10811962,PMID:11161786"
SERASNNaEx,-0.8524382622745378,0,7.018607259340014,88.1091320520267,"Transport, extracellular",L-Serine/L-Asparagine Na-Dependent Exchange (Ser-L In),6510.1,NA,PMID:14530974
SERHL,0.49328066060332015,0,23.55776381840765,7.993925612686656,"Glycine, serine, alanine, and threonine metabolism",L-Serine Hydro-Lyase,10993.1,NA,PMID:2674117
SERt4,-0.9032137179971437,0,26.523345552949664,521.5573329086303,"Transport, extracellular",L-Serine via Sodium Symport,81539.1 or 11254.1 or 54407.1 or 55089.1 or (340024.1 and 57393.1) or (340024.1 and 59272.1),NA,"PMID:10747860,PMID:10891391,PMID:10930503,PMID:11325958,PMID:11342143,PMID:11414754"
SERTHRNaEx,0.6428794907719493,0,49.69597884632852,10.80265069463383,"Transport, extracellular",L-Serine/L-Threonine Na-Dependent Exchange (Ser-L In),6509.1 or 6510.1,NA,PMID:14530974
SFGTH,0.403351938513424,0,22.188429672522936,9.433616178679896,Tyrosine metabolism,S-Formylglutathione Hydralase,2098.1,NA,"PMID:4436331,PMID:8460164"
SIAASE2ly,-0.5976852378904792,0,0.931541501821691,3.699367376277596,Keratan sulfate degradation,"Sialidase, Lysosomal",5476.1 and 2720.1 and 2588.1 and 4758.1,NA,"PMID:11550799,PMID:1755850,PMID:1794986,PMID:1953646,PMID:2111707,PMID:3143362,PMID:39554,PMID:7213753,PMID:7575473,PMID:8985184,PMID:9020182,PMID:9054950"
SIAASE3ly,-0.8718896654518161,0,0.22781777359025263,3.328769201125166,Keratan sulfate degradation,"Sialidase, Lysosomal",5476.1 and 2720.1 and 2588.1 and 4758.1,NA,"PMID:11550799,PMID:1755850,PMID:1794986,PMID:1953646,PMID:2111707,PMID:3143362,PMID:39554,PMID:7213753,PMID:7575473,PMID:8985184,PMID:9020182,PMID:9054950"
SIAASE4ly,-0.7825425664151879,0,0.3913843718191151,3.208256857888202,Keratan sulfate degradation,"Sialidase, Lysosomal",5476.1 and 2720.1 and 2588.1 and 4758.1,NA,"PMID:11550799,PMID:1755850,PMID:1794986,PMID:1953646,PMID:2111707,PMID:3143362,PMID:39554,PMID:7213753,PMID:7575473,PMID:8985184,PMID:9020182,PMID:9054950"
SIAASEly,-1,0,NA,2.2073241619534993,N-glycan degradation,"Sialidase, Lysosomal",5476.1 and 2720.1 and 2588.1 and 4758.1,NA,"PMID:11550799,PMID:1755850,PMID:1794986,PMID:1953646,PMID:2111707,PMID:3143362,PMID:39554,PMID:7213753,PMID:7575473,PMID:8985184,PMID:9020182,PMID:9054950"
SLCBK1,-1,0,NA,23.33173406429223,Sphingolipid metabolism,Sphingolipid Long Chain Base Kinase (Sphinganine),56848.1 or 8877.1,NA,PMID:10751414
SMPD3g,0.6763253929274277,0,36.53364563338607,7.054127704087561,Sphingolipid metabolism,"Sphingomyelin Phosphodiesterase 3, Neutral Membrane (Neutral Sphingomyelinase Ii)",55512.1 or 55512.2 or 339221.1 or 55627.1,NA,NA
SMS,0.9097562366405456,0,191.12819687399863,9.031586041764962,Sphingolipid metabolism,Sphingomyelin Synthase (Homo Sapiens),259230.1,NA,PMID:14685263
SO4HCOtex,-0.8972836803448254,0,6.264069734441489,115.70427483768464,"Transport, extracellular",Sulfate Transport via Bicarbonate Antiport,115111.1 or 115019.2 or 1836.1 or 115111.2 or 116369.2 or 284129.1 or 10861.2 or 116369.1 or 10861.1 or 10861.3 or 115019.1 or 1811.1,NA,PMID:12759755
SO4tl,-0.6492677829272584,0,42.53018839047979,199.992091116333,"Transport, lysosomal","Sulfate Transport, Lysosomal",NA,NA,"PMID:10535998,PMID:15607730"
SPH1Ptr,-0.6087863088211128,0,7.272354065984313,29.906069030966773,"Transport, endoplasmic reticular","Transport of (2S,3R)-2-Azaniumyl-3-Hydroxyoctadecyl Phosphate",NA,NA,"PMID:15052333,PMID:15585321"
SPR,-0.6134334093588671,0,3.7093465538128285,15.481895750188457,Tetrahydrobiopterin metabolism,Sepiapterin Reductase,6697.1,NA,PMID:10727395
SR5AR2r,0.6512371871803284,0,188.19825241779387,39.74992350617908,Steroid metabolism,3-Oxo-5-Alpha-Steroid 4-Dehydrogenase,6715.1 or 6716.1,NA,PMID:14643063
SR5ARr,-0.9371898473409892,0,6.538855245581921,201.67128177098036,Steroid metabolism,3-Oxo-5-Alpha-Steroid 4-Dehydrogenase,6716.1 or 6715.1,NA,PMID:2339109
STRDNCt,0.8594987009685068,0,-4.156907930324267,-55.01561159766242,"Transport, extracellular",Fatty Acid Transport via Diffusion,NA,NA,"PMID:11788354,PMID:12864740"
STS1,0.6172919471768011,0,188.19825241779387,44.53431358096599,Steroid metabolism,Steryl-Sulfatase,412.1,NA,"PMID:2668275,PMID:6957717"
SUCCt4_2,0.9969328888437653,0,-1.2422953558921814,-808.8329139282226,"Transport, extracellular",Succinate Transport via Sodium Symport,9058.1,NA,"PMID:8946005,PMID:8967342"
SUCOAS1m,1,0,NA,-54.5561804147359,Citric acid cycle,Succinate- Coenzyme A Ligase (GDP-Forming),8802.1 and 8801.1,NA,PMID:9765291
SUCOASm,0.36508603732004474,0,-369.63344240722654,-794.7241371520996,Citric acid cycle,Succinate- Coenzyme A Ligase (ADP-Forming),8802.1 and 8803.1,NA,PMID:9765291
TCHOLAt,-1.1654767459872464,0,-19.403518136823177,253.92007236394883,"Transport, extracellular",Taurocholate Transport via Bicarbonate Antiport,28231.1 or 6579.1 or 28234.1 or 10599.1,NA,"PMID:12507753,PMID:9007731,PMID:9334206"
TCHOLAte,1,0,19.403518136823177,NA,"Transport, extracellular",Bile Acid Intracellular Transport,NA,NA,NA
TETPENT3CPT1,-0.7137230221404982,0,-290.351834795928,-48.50319725384712,Fatty acid oxidation,Carnitine O-Palmitoyltransferase,1375.1 or 1375.3 or 1375.4 or 126129.1 or 1374.1 or 1375.2,NA,NA
TETPENT3CPT2,-0.7137230221404982,0,-290.351834795928,-48.50319725384712,Fatty acid oxidation,Carnitine Transferase,1376.1,NA,NA
TETPENT3CRNt,-0.7137230221404982,0,-290.351834795928,-48.50319725384712,Fatty acid oxidation,Transport into the Mitochondria (Carnitine),788.1,NA,NA
TETPENT6CPT1,-0.7609857920494038,0,-280.67940087127687,-38.095914793964475,Fatty acid oxidation,Carnitine O-Palmitoyltransferase,1375.1 or 1375.3 or 1375.4 or 126129.1 or 1374.1 or 1375.2,NA,NA
TETPENT6CPT2,-0.7609857920494038,0,-280.67940087127687,-38.095914793964475,Fatty acid oxidation,Carnitine Transferase,1376.1,NA,NA
TETPENT6CRNt,-0.7609857920494038,0,-280.67940087127687,-38.095914793964475,Fatty acid oxidation,Transport into the Mitochondria (Carnitine),788.1,NA,NA
TETTET6COAtx,-0.36268053598661204,0,3.376843802937036,7.220176980555306,"Transport, peroxisomal",Fatty Acid Intracellular Transport,NA,NA,NA
TETTET6CPT1,-0.48007403832098583,0,-129.150540716815,-45.36848653850388,Fatty acid oxidation,Carnitine O-Palmitoyltransferase,1375.1 or 1375.3 or 1375.4 or 126129.1 or 1374.1 or 1375.2,NA,NA
TETTET6CPT2,-0.48007403832098583,0,-129.150540716815,-45.36848653850388,Fatty acid oxidation,Carnitine Transferase,1376.1,NA,NA
TETTET6CRNt,-0.48007403832098583,0,-129.150540716815,-45.36848653850388,Fatty acid oxidation,Transport into the Mitochondria (Carnitine),788.1,NA,NA
TETTET6t,-0.36268053598661204,0,3.376843802937036,7.220176980555306,"Transport, extracellular",Fatty Acid Transport via Diffusion,NA,NA,"PMID:11788354,PMID:12864740"
THBPT4ACAMDASE,-0.9209187665547529,0,15.377221087068142,373.51962376841306,Tetrahydrobiopterin metabolism,Tetrahydrobiopterin-4A-Carbinolamine Dehydratase,5092.1 or 5092.2,NA,PMID:10727395
THCHOLSTOICtm,-0.4332134489574239,0,6.587854602411389,16.658478925769032,"Transport, peroxisomal","Lipid, Flip-Flop Intracellular Transport",NA,NA,PMID:12840657
THD1m,-1,0,NA,67.2809973623931,NAD metabolism,NAD (P) Transhydrogenase,23530.2 or 23530.1,NA,"PMID:12223207,PMID:8647343,PMID:9524818"
